-6.169584261050102825e+00,2.624247314290565924e+01
-8.641992836174171799e+00,4.303263653032369263e+01
5.739709199998266342e+00,-1.578228721412449786e+01
3.126670435517109325e+00,-1.601848991853426796e+01
2.750417920872717303e+00,-1.829567813615754091e+01
1.512057875060680345e+00,-5.178643255534489676e+00
-9.218741676222670378e+00,3.744934242435468263e+01
-2.843727910329021391e+00,2.023581786726207810e+01
8.913663736368150126e+00,-3.613196050326681075e+01
-8.799106393692293082e+00,3.683657522603056123e+01
7.280842070924219200e+00,-3.198602564146205651e+01
7.545810522960604061e+00,-2.471652213516519581e+01
-8.976126687590927133e+00,4.643245448181010460e+01
3.048372309313096551e+00,-1.930671502524890570e+01
1.035027372697506109e+00,-4.165582732049086800e-01
1.950265064781021351e+00,-1.412277215481545767e+01
-3.294275137999580494e-01,-1.856629646527027777e+00
-4.340236782860175779e+00,2.776838836047552661e+01
-4.045485633964567285e+00,1.688242424100381811e+01
1.230178106527223036e+00,-3.625288347971131309e+00
-2.079051279059469515e+00,1.337323758946300423e+01
5.774014193577992060e+00,-1.935177378502669043e+01
-1.630312293082461395e+00,-1.953678530208171615e+00
-7.121921584493442481e+00,3.762274141951455420e+01
-6.981866111586459311e+00,2.305584845799982219e+01
-8.895172995683523709e+00,4.278209673599418750e+01
4.360743874072914750e+00,-1.441800908175063967e+01
-4.153652909917228797e+00,1.737752101607448907e+01
-6.024522555993138795e+00,3.393354047101576043e+01
6.627278446210421947e+00,-3.120688067287871093e+01
1.359822394492621100e+00,1.310932277215565378e+00
-8.353205015750384987e+00,3.881668316945079766e+01
8.999714786144075163e-01,-8.373553872865215908e+00
-6.820825108654490876e+00,3.768887105607188914e+01
3.535247714059208235e+00,-1.219775231443457564e+01
-7.630554702418470114e+00,3.360946307195212057e+01
-1.100078677598624211e+00,-1.726380993041597200e+00
7.759648683143979042e+00,-3.275000443620922397e+01
5.945354599906202964e+00,-2.910361401738770937e+01
-8.640425434727472265e+00,3.810551631294049457e+01
9.215755129335562401e+00,-4.002243753217749145e+01
3.184107847520433410e+00,-1.908697144712646576e+01
4.375521664488692508e+00,-2.041229049195505851e+01
4.871535302681930801e+00,-2.510385825989550312e+01
7.754727037712740412e+00,-2.534403613698246005e+01
-7.321086648484140369e+00,3.651142761991351193e+01
5.539491612111604013e+00,-2.884648765635983381e+01
6.759830243906503000e+00,-2.214157841701159057e+01
6.586095278168563993e+00,-3.531744963587748032e+01
-9.416860069603822936e+00,3.393336236589958332e+01
-2.192510174468309536e+00,1.261764515766195949e+01
-1.254960156639182145e+00,1.013031519842898831e+01
4.127012702266359412e-01,-1.482115902143279706e+00
-1.425465166863162381e-01,-2.050575762331655838e+00
-7.391414355827619076e+00,2.876018183638696257e+01
9.687670619889445334e+00,-3.199667742505735291e+01
-8.685953561638292797e+00,3.651005235945964955e+01
1.585681554881400501e+00,1.593617042208895995e+00
1.615496501734558166e+00,2.906146798343939963e+00
9.086757311138484283e+00,-2.799017642110777970e+01
-6.051124449726494881e+00,2.532264620333902982e+01
-8.333491987391898448e+00,3.684525172002449978e+01
7.677284354664742239e+00,-3.677316613179807092e+01
-9.686076140981125349e+00,4.951330892062436106e+01
5.911892947070487736e+00,-1.393042615228344516e+01
5.363808788566243990e+00,-1.482824128456719492e+01
7.440875719063409832e+00,-2.918791960964679433e+01
8.322201727791103565e+00,-4.189429786844021919e+01
-4.523736141644314479e+00,1.546711186191967613e+01
-5.272377472348011018e+00,1.438607637903993464e+01
-3.789603127092247448e+00,1.027267098635142872e+01
4.312865178369481356e+00,-2.058954015787562497e+01
-8.345290214931932127e+00,3.491551773437501538e+01
3.509728860088529245e+00,-6.235293132780865832e+00
7.170493377550542391e+00,-3.361515078890029429e+01
3.857937682330121021e+00,-1.462892190952801919e+01
5.701673825278589902e+00,-1.592607563740762799e+01
-2.934374964387609808e+00,5.393622348749062212e+00
-5.596158619125251477e+00,2.159795961830370103e+01
-5.092552190804999768e+00,2.289502465151579003e+01
4.548250311484618891e+00,-2.434573994643393391e+01
-8.717444541955821080e+00,2.668598280992188165e+01
-9.252507611558620226e-01,6.267243478172250803e+00
-2.464534106290336979e-01,-8.061850037912506650e+00
2.817496588889895293e+00,-9.239003506627369688e+00
-7.876622952733224992e+00,3.113192019510290720e+01
1.472198756020750565e+00,-1.086166460255124200e+01
9.206915880480888603e+00,-4.340063108205067977e+01
3.136116039507985676e-01,7.589884754309832893e+00
1.396500917896936755e+00,-3.318867694665087242e+00
9.760133231428525846e+00,-4.604631655924883660e+01
6.657418701381253356e+00,-2.243879635625935620e+01
-3.712635792007645819e-02,-4.466876898532925466e+00
-8.396973242719401043e+00,4.353168754169777088e+01
7.420939881299247531e+00,-2.543836096461690488e+01
4.261728179748487833e+00,-1.335144419287922979e+01
4.642240870692679877e+00,-8.716344095222549271e+00
6.472399740400305745e+00,-2.517356462400527306e+01
4.899584224336127392e+00,-1.956324560421087355e+01
-1.738747438082846486e+00,1.571479668273906682e+01
